city,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
New York City,2020-09-25,20.9,17.8,25.6,0.0,0.0,263.0,5.9,NULL,1018.8,NULL
New York City,2020-09-26,21.0,18.9,23.9,0.0,0.0,102.0,8.4,NULL,1018.7,NULL
New York City,2020-09-27,22.6,20.0,27.2,1.3,0.0,21.0,7.3,NULL,1015.2,NULL
New York City,2020-09-28,22.7,21.1,26.7,0.5,0.0,191.0,10.7,NULL,1012.9,NULL
New York City,2020-09-29,21.7,20.6,23.3,19.0,0.0,150.0,7.5,NULL,1010.9,NULL
New York City,2020-09-30,19.6,16.7,22.2,18.5,0.0,229.0,21.1,NULL,1005.8,NULL
New York City,2020-10-01,19.3,16.7,22.8,0.5,0.0,254.0,15.6,NULL,1012.9,NULL
New York City,2020-10-02,17.2,14.4,21.1,0.3,0.0,268.0,8.7,NULL,1015.5,NULL
New York City,2020-10-03,16.8,13.3,21.1,0.0,0.0,296.0,7.2,NULL,1022.0,NULL
New York City,2020-10-04,14.4,8.3,20.6,0.0,0.0,50.0,9.7,NULL,1023.1,NULL
New York City,2020-10-05,16.3,10.6,21.7,0.0,0.0,11.0,10.8,NULL,1020.0,NULL
New York City,2020-10-06,18.0,14.4,22.2,0.0,0.0,253.0,11.7,NULL,1019.1,NULL
New York City,2020-10-07,19.3,16.1,23.9,0.0,0.0,245.0,16.0,NULL,1008.0,NULL
New York City,2020-10-08,16.7,13.9,20.6,0.0,0.0,296.0,7.1,NULL,1014.6,NULL
New York City,2020-10-09,16.9,12.2,22.8,0.0,0.0,248.0,10.6,NULL,1021.8,NULL
New York City,2020-10-10,18.8,15.6,21.7,0.0,0.0,248.0,18.0,NULL,1016.3,NULL
New York City,2020-10-11,18.6,16.7,20.0,0.3,0.0,42.0,14.5,NULL,1018.8,NULL
New York City,2020-10-12,13.1,11.7,16.7,20.1,0.0,38.0,26.9,NULL,1021.2,NULL
New York City,2020-10-13,14.7,13.3,16.1,6.4,0.0,356.0,12.1,NULL,1012.3,NULL
New York City,2020-10-14,16.5,12.8,21.7,0.0,0.0,247.0,9.9,NULL,1015.1,NULL
New York City,2020-10-15,18.5,15.0,23.3,0.0,0.0,231.0,11.6,NULL,1016.1,NULL
New York City,2020-10-16,15.0,11.1,18.9,24.9,0.0,317.0,7.6,NULL,1018.1,NULL
New York City,2020-10-17,13.1,8.9,18.3,0.0,0.0,302.0,7.6,NULL,1025.3,NULL
New York City,2020-10-18,14.5,11.1,17.8,0.0,0.0,88.0,10.3,NULL,1030.9,NULL
New York City,2020-10-19,16.5,13.9,20.0,0.0,0.0,83.0,9.5,NULL,1027.3,NULL
New York City,2020-10-20,18.1,16.1,22.8,0.5,0.0,275.0,5.5,NULL,1024.3,NULL
New York City,2020-10-21,18.2,16.1,22.8,0.0,0.0,91.0,4.4,NULL,1024.8,NULL
New York City,2020-10-22,18.9,18.0,20.0,0.0,0.0,305.0,4.3,NULL,1024.0,NULL
New York City,2020-10-23,18.0,17.2,20.6,0.0,0.0,174.0,5.5,NULL,1022.0,NULL
New York City,2020-10-24,17.4,12.2,22.8,0.0,0.0,245.0,6.9,NULL,1015.0,NULL
New York City,2020-10-25,11.1,8.9,13.3,1.0,0.0,22.0,15.6,NULL,1023.3,NULL
New York City,2020-10-26,13.6,11.7,15.6,1.8,0.0,31.0,13.1,NULL,1021.7,NULL
New York City,2020-10-27,14.8,13.3,16.1,0.0,0.0,333.0,6.6,NULL,1021.0,NULL
New York City,2020-10-28,13.7,12.2,15.0,2.0,0.0,357.0,8.7,NULL,1017.2,NULL
New York City,2020-10-29,12.0,9.4,14.4,40.4,0.0,24.0,18.4,NULL,1008.1,NULL
New York City,2020-10-30,7.4,5.6,9.4,17.8,0.0,13.0,16.6,NULL,1012.5,NULL
New York City,2020-10-31,6.8,3.3,9.4,0.0,0.0,44.0,9.4,NULL,1031.3,NULL
New York City,2020-11-01,11.0,7.8,13.3,9.4,0.0,201.0,13.7,NULL,1016.7,NULL
New York City,2020-11-02,7.1,5.0,10.0,0.0,0.0,273.0,13.9,NULL,1010.1,NULL
New York City,2020-11-03,9.6,5.6,13.9,0.0,0.0,280.0,18.0,NULL,1017.2,NULL
New York City,2020-11-04,12.5,6.7,19.4,0.0,0.0,350.0,11.0,NULL,1030.7,NULL
New York City,2020-11-05,14.9,11.1,20.6,0.0,0.0,218.0,8.8,NULL,1029.7,NULL
New York City,2020-11-06,16.7,12.8,22.8,0.0,0.0,256.0,9.9,NULL,1025.1,NULL
New York City,2020-11-07,17.9,12.8,25.0,0.0,0.0,252.0,9.5,NULL,1024.7,NULL
New York City,2020-11-08,17.1,12.8,24.4,0.0,0.0,265.0,5.4,NULL,1027.5,NULL
New York City,2020-11-09,17.5,11.7,25.6,0.0,0.0,255.0,5.6,NULL,1026.6,NULL
New York City,2020-11-10,18.5,14.4,23.3,0.0,0.0,266.0,9.6,NULL,1022.4,NULL
New York City,2020-11-11,19.0,17.8,21.1,16.0,0.0,194.0,8.7,NULL,1016.6,NULL
New York City,2020-11-12,14.1,9.4,19.4,4.1,0.0,25.0,13.3,NULL,1015.4,NULL
New York City,2020-11-13,10.5,9.4,12.2,3.0,0.0,347.0,10.9,NULL,1016.1,NULL
New York City,2020-11-14,10.4,8.3,13.9,0.0,0.0,297.0,8.2,NULL,1021.2,NULL
New York City,2020-11-15,11.6,7.2,16.7,1.8,0.0,105.0,19.4,NULL,1017.2,NULL
New York City,2020-11-16,11.3,9.4,13.3,0.0,0.0,260.0,16.6,NULL,1013.5,NULL
New York City,2020-11-17,7.6,4.4,10.0,0.0,0.0,273.0,8.8,NULL,1015.9,NULL
New York City,2020-11-18,3.0,1.1,5.6,0.0,0.0,315.0,7.9,NULL,1030.7,NULL
New York City,2020-11-19,5.3,0.6,10.0,0.0,0.0,219.0,15.7,NULL,1034.3,NULL
New York City,2020-11-20,12.0,7.8,18.3,0.0,0.0,243.0,13.7,NULL,1027.5,NULL
New York City,2020-11-21,13.6,10.6,19.4,0.0,0.0,219.0,7.9,NULL,1027.3,NULL
New York City,2020-11-22,10.4,7.8,13.9,0.0,0.0,42.0,20.5,NULL,1028.2,NULL
New York City,2020-11-23,11.6,6.7,15.0,11.7,0.0,284.0,7.3,NULL,1015.9,NULL
New York City,2020-11-24,8.2,6.1,12.2,0.0,0.0,309.0,9.4,NULL,1026.6,NULL
New York City,2020-11-25,10.4,8.3,12.2,0.0,0.0,273.0,8.4,NULL,1026.6,NULL
New York City,2020-11-26,15.1,12.8,18.3,16.5,0.0,230.0,9.2,NULL,1017.0,NULL
New York City,2020-11-27,13.0,10.6,16.7,0.0,0.0,234.0,8.4,NULL,1017.2,NULL
New York City,2020-11-28,11.0,7.8,14.4,0.0,0.0,304.0,6.8,NULL,1016.1,NULL
New York City,2020-11-29,9.5,6.1,14.4,0.0,0.0,247.0,9.5,NULL,1020.5,NULL
New York City,2020-11-30,13.9,10.0,16.7,30.7,0.0,112.0,16.4,NULL,1005.2,NULL
New York City,2020-12-01,10.1,4.4,15.0,0.0,0.0,251.0,22.6,NULL,1002.5,NULL
New York City,2020-12-02,5.0,3.3,7.8,0.0,0.0,265.0,27.0,NULL,1014.6,NULL
New York City,2020-12-03,6.5,2.2,11.1,0.0,0.0,255.0,16.9,NULL,1022.5,NULL
New York City,2020-12-04,8.6,7.2,10.6,3.0,0.0,246.0,12.7,NULL,1017.7,NULL
New York City,2020-12-05,7.1,4.4,9.4,24.6,0.0,337.0,10.0,NULL,1006.4,NULL
New York City,2020-12-06,4.3,1.7,7.8,0.0,0.0,292.0,6.4,NULL,1009.7,NULL
New York City,2020-12-07,3.0,0.6,7.8,0.0,0.0,295.0,9.7,NULL,1008.6,NULL
New York City,2020-12-08,2.2,0.0,5.6,0.0,0.0,330.0,7.0,NULL,1008.6,NULL
New York City,2020-12-09,2.3,1.7,3.3,1.5,0.0,259.0,17.2,NULL,1010.3,NULL
New York City,2020-12-10,6.7,2.8,11.1,0.0,0.0,272.0,8.5,NULL,1018.0,NULL
New York City,2020-12-11,9.1,5.0,14.4,0.0,0.0,250.0,8.6,NULL,1022.1,NULL
New York City,2020-12-12,11.1,8.9,13.9,0.0,0.0,327.0,9.5,NULL,1018.1,NULL
New York City,2020-12-13,12.0,8.9,16.1,0.0,0.0,270.0,10.5,NULL,1014.9,NULL
New York City,2020-12-14,5.7,3.3,8.9,7.1,0.0,334.0,7.5,NULL,1014.2,NULL
New York City,2020-12-15,3.2,1.7,7.0,0.0,0.0,308.0,9.0,NULL,1024.8,NULL
New York City,2020-12-16,-0.3,-1.7,1.1,9.9,0.0,35.0,27.7,NULL,1025.7,NULL
New York City,2020-12-17,0.1,-2.8,2.8,14.7,280.0,2.0,14.8,NULL,1012.9,NULL
New York City,2020-12-18,-0.4,-2.2,1.7,0.0,180.0,2.0,7.3,NULL,1025.2,NULL
New York City,2020-12-19,-1.0,-3.9,1.1,0.0,180.0,340.0,8.0,NULL,1028.9,NULL
New York City,2020-12-20,2.2,0.0,4.4,0.3,180.0,277.0,5.9,NULL,1021.3,NULL
New York City,2020-12-21,5.2,3.9,8.9,0.0,130.0,255.0,8.1,NULL,1010.5,NULL
New York City,2020-12-22,5.7,3.3,8.9,0.0,50.0,255.0,8.2,NULL,1011.1,NULL
New York City,2020-12-23,5.2,3.3,7.8,0.0,0.0,246.0,8.1,NULL,1027.8,NULL
New York City,2020-12-24,11.6,5.6,14.4,10.9,0.0,139.0,12.5,NULL,1018.6,NULL
New York City,2020-12-25,9.1,0.0,15.0,16.8,0.0,215.0,23.5,NULL,1002.1,NULL
New York City,2020-12-26,-1.3,-3.3,1.7,0.0,0.0,262.0,25.3,NULL,1013.4,NULL
New York City,2020-12-27,0.4,-3.3,5.6,0.0,0.0,240.0,10.9,NULL,1025.2,NULL
New York City,2020-12-28,6.8,2.2,12.2,0.0,0.0,199.0,9.3,NULL,1022.0,NULL
New York City,2020-12-29,3.8,0.0,6.1,0.0,0.0,301.0,6.8,NULL,1028.7,NULL
New York City,2020-12-30,2.3,-0.6,5.0,0.0,0.0,246.0,12.0,NULL,1028.9,NULL
New York City,2020-12-31,6.3,3.3,8.9,15.2,0.0,296.0,9.7,NULL,1020.8,NULL
New York City,2021-01-01,3.6,2.2,4.4,17.3,0.0,36.0,13.2,NULL,1029.4,NULL
New York City,2021-01-02,6.3,3.3,12.2,6.1,0.0,319.0,11.6,NULL,1012.9,NULL
New York City,2021-01-03,3.4,2.8,4.4,5.7,0.0,33.0,22.4,NULL,1017.1,NULL
New York City,2021-01-04,4.6,2.8,7.2,0.7,0.0,7.0,8.1,NULL,1015.0,NULL
New York City,2021-01-05,4.4,3.3,5.6,0.0,0.0,0.0,8.1,NULL,1013.5,NULL
New York City,2021-01-06,4.1,2.2,7.8,0.4,0.0,323.0,6.9,NULL,1015.6,NULL
New York City,2021-01-07,3.2,0.6,8.3,0.2,0.0,327.0,6.0,NULL,1019.0,NULL
New York City,2021-01-08,1.4,-1.1,3.9,0.0,0.0,9.0,10.2,NULL,1015.6,NULL
New York City,2021-01-09,1.1,-2.2,3.9,0.0,0.0,12.0,8.0,NULL,1012.6,NULL
New York City,2021-01-10,3.0,0.0,8.3,0.0,0.0,353.0,6.7,NULL,1022.3,NULL
New York City,2021-01-11,1.5,0.0,3.0,0.0,0.0,295.0,5.0,NULL,1025.4,NULL
New York City,2021-01-12,3.7,0.6,8.3,0.0,0.0,254.0,9.3,NULL,1020.1,NULL
New York City,2021-01-13,4.1,2.2,6.7,0.0,0.0,257.0,11.0,NULL,1016.6,NULL
New York City,2021-01-14,6.4,3.3,11.1,0.0,0.0,279.0,6.7,NULL,1010.9,NULL
New York City,2021-01-15,6.0,3.9,7.8,4.2,0.0,46.0,21.3,NULL,1013.4,NULL
New York City,2021-01-16,6.2,3.9,8.3,14.6,0.0,289.0,15.9,NULL,998.5,NULL
New York City,2021-01-17,4.8,2.8,7.8,0.0,0.0,267.0,22.7,NULL,1003.5,NULL
New York City,2021-01-18,5.3,3.3,8.3,0.1,0.0,265.0,14.7,NULL,1008.2,NULL
New York City,2021-01-19,3.5,1.7,6.1,0.0,0.0,264.0,17.1,NULL,1017.8,NULL
New York City,2021-01-20,2.4,-1.1,5.6,1.5,0.0,298.0,7.5,NULL,1014.9,NULL
New York City,2021-01-21,1.7,-2.2,6.1,0.0,0.0,251.0,11.8,NULL,1009.2,NULL
New York City,2021-01-22,4.7,3.3,7.2,0.0,0.0,271.0,12.6,NULL,1006.7,NULL
New York City,2021-01-23,0.1,-3.3,2.8,0.0,0.0,308.0,8.0,NULL,1017.8,NULL
New York City,2021-01-24,-1.4,-3.9,2.2,0.0,0.0,310.0,6.7,NULL,1021.7,NULL
New York City,2021-01-25,0.7,-3.3,5.0,0.0,0.0,341.0,8.3,NULL,1020.0,NULL
New York City,2021-01-26,1.6,0.6,2.2,7.0,0.0,38.0,18.6,NULL,1015.1,NULL
New York City,2021-01-27,2.5,0.6,3.9,0.5,0.0,331.0,6.5,NULL,1016.2,NULL
New York City,2021-01-28,-0.5,-5.0,2.8,0.0,0.0,336.0,6.1,NULL,1019.0,NULL
New York City,2021-01-29,-4.6,-7.2,-1.1,0.0,0.0,324.0,8.1,NULL,1020.4,NULL
New York City,2021-01-30,-3.0,-7.2,3.3,0.0,0.0,309.0,8.3,NULL,1025.7,NULL
New York City,2021-01-31,-3.4,-4.4,-2.2,1.9,0.0,50.0,14.7,NULL,1025.7,NULL
New York City,2021-02-01,-0.7,-3.9,1.1,24.0,130.0,30.0,30.8,NULL,1009.6,NULL
New York City,2021-02-02,0.6,-0.6,1.1,2.4,430.0,356.0,8.7,NULL,997.2,NULL
New York City,2021-02-03,1.1,-1.1,3.9,0.0,430.0,325.0,4.4,NULL,1000.2,NULL
New York City,2021-02-04,3.1,0.0,8.3,0.0,360.0,275.0,8.3,NULL,1010.5,NULL
New York City,2021-02-05,5.1,1.7,9.4,1.5,280.0,246.0,9.1,NULL,1006.8,NULL
New York City,2021-02-06,3.7,0.6,7.2,0.0,230.0,255.0,15.3,NULL,1016.3,NULL
New York City,2021-02-07,1.6,-2.2,3.3,9.8,180.0,12.0,11.7,NULL,1015.3,NULL
New York City,2021-02-08,-2.8,-7.2,1.7,0.0,300.0,267.0,10.4,NULL,1028.7,NULL
New York City,2021-02-09,-0.2,-2.8,1.7,2.4,280.0,20.0,10.7,NULL,1024.2,NULL
New York City,2021-02-10,0.0,-2.2,3.0,0.6,280.0,297.0,7.9,NULL,1026.4,NULL
New York City,2021-02-11,-0.8,-2.0,1.1,4.6,330.0,10.0,11.2,NULL,1024.9,NULL
New York City,2021-02-12,-2.0,-4.0,0.0,0.0,300.0,9.0,9.8,NULL,1027.7,NULL
New York City,2021-02-13,-1.2,-2.2,0.0,1.1,280.0,40.0,17.7,NULL,1025.8,NULL
New York City,2021-02-14,1.1,-1.1,3.3,0.2,250.0,24.0,10.9,NULL,1023.8,NULL
New York City,2021-02-15,1.7,1.1,2.8,1.2,200.0,44.0,14.2,NULL,1022.1,NULL
New York City,2021-02-16,5.5,1.7,11.1,11.3,130.0,286.0,18.4,NULL,1006.7,NULL
New York City,2021-02-17,-0.6,-3.9,2.2,0.0,80.0,310.0,7.1,NULL,1026.9,NULL
New York City,2021-02-18,-1.6,-3.3,0.0,5.7,30.0,41.0,19.5,NULL,1029.0,NULL
New York City,2021-02-19,0.2,-1.7,2.0,7.3,100.0,13.0,16.6,NULL,1019.8,NULL
New York City,2021-02-20,0.4,-3.0,3.0,0.0,100.0,298.0,16.3,NULL,1019.9,NULL
New York City,2021-02-21,0.3,-3.0,4.4,0.0,80.0,271.0,11.7,NULL,1031.8,NULL
New York City,2021-02-22,1.3,0.0,3.3,9.6,50.0,240.0,12.2,NULL,1017.9,NULL
New York City,2021-02-23,4.2,1.7,7.2,0.2,30.0,264.0,13.3,NULL,1006.5,NULL
New York City,2021-02-24,7.8,3.9,13.3,0.0,0.0,245.0,10.8,NULL,1014.4,NULL
New York City,2021-02-25,7.8,4.4,11.1,0.0,0.0,297.0,8.2,NULL,1018.1,NULL
New York City,2021-02-26,4.5,1.7,7.2,0.0,0.0,223.0,10.9,NULL,1030.3,NULL
New York City,2021-02-27,6.7,4.4,10.0,6.8,0.0,319.0,13.1,NULL,1022.3,NULL
New York City,2021-02-28,5.7,5.0,6.7,4.5,0.0,31.0,13.1,NULL,1022.9,NULL
New York City,2021-03-01,5.8,2.2,8.9,6.2,0.0,309.0,9.7,NULL,1006.9,NULL
New York City,2021-03-02,-0.5,-5.0,3.3,0.0,0.0,292.0,8.9,NULL,1020.3,NULL
New York City,2021-03-03,5.4,0.0,11.1,0.0,0.0,265.0,13.5,NULL,1013.1,NULL
New York City,2021-03-04,4.6,-1.1,7.8,0.0,0.0,311.0,6.5,NULL,1010.7,NULL
New York City,2021-03-05,0.5,-3.9,5.0,0.0,0.0,305.0,6.6,NULL,1012.5,NULL
New York City,2021-03-06,1.0,-1.1,3.3,0.0,0.0,292.0,8.5,NULL,1018.7,NULL
New York City,2021-03-07,2.1,-1.1,7.2,0.0,0.0,307.0,7.6,NULL,1026.6,NULL
New York City,2021-03-08,2.5,-2.2,7.8,0.0,0.0,291.0,9.7,NULL,1030.2,NULL
New York City,2021-03-09,10.2,3.9,18.3,0.1,0.0,298.0,9.5,NULL,1027.3,NULL
New York City,2021-03-10,8.6,5.6,11.7,0.0,0.0,89.0,11.5,NULL,1032.7,NULL
New York City,2021-03-11,12.9,5.6,21.1,0.0,0.0,324.0,7.7,NULL,1023.7,NULL
New York City,2021-03-12,16.2,12.2,21.1,0.2,0.0,276.0,15.0,NULL,1018.4,NULL
New York City,2021-03-13,6.6,1.7,11.7,0.0,0.0,284.0,13.5,NULL,1022.6,NULL
New York City,2021-03-14,7.3,1.7,12.2,0.0,0.0,291.0,9.3,NULL,1016.4,NULL
New York City,2021-03-15,1.3,-2.8,6.1,0.0,0.0,335.0,6.7,NULL,1026.0,NULL
New York City,2021-03-16,1.5,-0.6,3.3,0.0,0.0,95.0,10.3,NULL,1025.9,NULL
New York City,2021-03-17,4.7,2.2,7.2,0.0,0.0,34.0,10.5,NULL,1022.0,NULL
New York City,2021-03-18,6.8,6.1,7.2,11.2,0.0,15.0,11.8,NULL,1014.3,NULL
New York City,2021-03-19,4.6,1.1,8.3,2.0,0.0,53.0,14.6,NULL,1021.1,NULL
New York City,2021-03-20,7.2,1.7,15.0,0.0,0.0,302.0,5.7,NULL,1033.7,NULL
New York City,2021-03-21,9.7,4.4,16.7,0.0,0.0,298.0,4.1,NULL,1033.9,NULL
New York City,2021-03-22,9.1,1.8,15.0,0.0,0.0,35.0,7.3,NULL,1029.7,NULL
New York City,2021-03-23,10.4,6.1,16.7,0.0,0.0,64.0,12.6,NULL,1025.8,NULL
New York City,2021-03-24,10.7,8.3,12.8,24.8,0.0,38.0,18.1,NULL,1021.2,NULL
New York City,2021-03-25,12.4,9.4,17.8,1.1,0.0,341.0,5.7,NULL,1017.6,NULL
New York City,2021-03-26,16.8,10.6,25.0,1.7,0.0,321.0,16.0,NULL,1008.7,NULL
New York City,2021-03-27,13.8,10.0,20.0,0.0,0.0,280.0,6.9,NULL,1019.6,NULL
New York City,2021-03-28,12.5,10.0,16.1,17.9,0.0,16.0,9.2,NULL,1008.6,NULL
New York City,2021-03-29,10.6,7.8,15.0,0.0,0.0,293.0,9.7,NULL,1014.6,NULL
New York City,2021-03-30,10.5,6.7,14.4,0.0,0.0,123.0,13.2,NULL,1028.2,NULL
New York City,2021-03-31,13.2,10.0,17.2,6.2,0.0,340.0,4.7,NULL,1018.8,NULL
New York City,2021-04-01,8.6,5.0,13.9,3.1,0.0,326.0,5.8,NULL,1010.8,NULL
New York City,2021-04-02,2.7,-0.6,5.0,0.0,0.0,326.0,7.9,NULL,1021.7,NULL
New York City,2021-04-03,6.3,0.6,13.3,0.2,0.0,285.0,8.4,NULL,1026.3,NULL
New York City,2021-04-04,11.1,7.2,16.1,0.0,0.0,285.0,5.5,NULL,1018.8,NULL
New York City,2021-04-05,14.5,8.9,20.6,0.0,0.0,313.0,5.8,NULL,1014.1,NULL
New York City,2021-04-06,14.8,8.3,21.7,0.0,0.0,291.0,7.3,NULL,1014.2,NULL
New York City,2021-04-07,14.5,11.1,20.6,1.1,0.0,43.0,5.4,NULL,1015.8,NULL
New York City,2021-04-08,13.8,9.4,19.4,0.0,0.0,245.0,6.8,NULL,1019.6,NULL
New York City,2021-04-09,10.5,9.4,12.8,0.0,0.0,141.0,7.8,NULL,1021.6,NULL
New York City,2021-04-10,12.7,9.4,17.2,0.4,0.0,297.0,5.5,NULL,1015.5,NULL
New York City,2021-04-11,12.0,9.4,13.9,17.6,0.0,36.0,16.9,NULL,1004.2,NULL
New York City,2021-04-12,8.6,7.8,10.0,7.9,0.0,29.0,16.6,NULL,1008.7,NULL
